PMI	397	323.519
PMI	398	423.789
PMI	399	788.751
PMI	400	2028.346
PMI	401	3021.703
PMI	402	3291.343
PMI	403	3684.008
PMI	404	3680.385
PMI	405	3257.123
PMI	406	2475.417
PMI	407	450.025
PMI	408	399.528
PMI	409	370.256
PMI	410	434.384
PMI	411	808.47
PMI	412	2079.055
PMI	413	3097.246
PMI	414	3373.627
PMI	415	3776.108
PMI	416	3772.395
PMI	417	3338.551
PMI	418	2537.302
PMI	419	461.276
PMI	420	409.516
PMI	421	379.512
PMI	422	445.244
PMI	423	828.682
PMI	424	2131.031
PMI	425	3174.677
PMI	426	3454.594
PMI	427	3866.735
PMI	428	3862.932
PMI	429	3418.676
PMI	430	2598.197
PMI	431	472.347
PMI	432	419.344
PMI	433	388.62
PMI	434	455.93
PMI	435	848.57
PMI	436	2182.176
PMI	437	3250.869
PMI	438	3537.504
PMI	439	3959.537
PMI	440	3955.642
PMI	441	3500.724
PMI	442	2660.554
PMI	443	483.683
PMI	444	429.408
PMI	445	397.947
PMI	446	466.872
PMI	447	868.087
PMI	448	2232.366
PMI	449	3325.639
PMI	450	3618.867
PMI	451	4050.606
PMI	452	4046.622
PMI	453	3581.241
PMI	454	2721.747
PMI	455	494.808
PMI	456	439.284
PMI	457	407.1
PMI	458	477.589
PMI	459	887.973
PMI	460	2283.403
PMI	461	3401.519
PMI	462	3701.272
PMI	463	4142.658
PMI	464	4138.399
PMI	465	3662.301
PMI	466	2783.229
PMI	467	505.963
PMI	468	449.167
PMI	469	416.241
PMI	470	488.291
PMI	471	907.832
PMI	472	2334.368
PMI	473	3477.288
PMI	474	3783.553
PMI	475	4234.567
PMI	476	4230.03
PMI	477	3743.228
PMI	478	2844.608
PMI	479	517.099
PMI	480	459.033
PMI	481	425.365
PMI	482	498.973
PMI	483	927.653
PMI	484	2385.233
PMI	485	3552.906
PMI	486	3865.666
PMI	487	4326.285
PMI	488	4321.466
PMI	489	3823.98
PMI	490	2905.852
PMI	491	528.21
PMI	492	468.876
PMI	493	434.468
PMI	494	509.63
PMI	495	947.426
PMI	496	2435.973
PMI	497	3628.335
PMI	498	3947.57
PMI	499	4417.765
PMI	500	4412.661
PMI	501	3904.516
PMI	502	2966.929
PMI	503	539.29
PMI	504	478.692
PMI	505	443.545
PMI	506	520.256
PMI	507	967.141
PMI	508	2486.562
PMI	509	3703.536
PMI	510	4029.224
PMI	511	4508.962
PMI	512	4503.57
PMI	513	3984.796
PMI	514	3027.809
PMI	515	550.334
PMI	516	488.475
PMI	517	452.592
PMI	518	530.846
PMI	519	986.789
PMI	520	2536.976
PMI	521	3778.474
PMI	522	4110.589
PMI	523	4599.832
PMI	524	4594.15
PMI	525	4064.782
PMI	526	3088.464
PMI	527	561.337
PMI	528	498.221
PMI	529	461.604
PMI	530	541.395
PMI	531	1006.36
PMI	532	2587.191
PMI	533	3853.113
PMI	534	4191.626
PMI	535	4690.333
PMI	536	4684.359
PMI	537	4144.437
PMI	538	3148.865
PMI	539	572.293
PMI	540	507.926
PMI	541	470.578
PMI	542	551.899
PMI	543	1025.845
PMI	544	2637.185
PMI	545	3927.42
PMI	546	4272.3
PMI	547	4780.424
PMI	548	4774.156
PMI	549	4223.725
PMI	550	3208.986
PMI	551	583.198
PMI	552	517.585
PMI	553	479.509
PMI	554	562.352
PMI	555	1045.236
PMI	556	2686.935
PMI	557	4001.362
PMI	558	4352.574
PMI	559	4870.066
PMI	560	4863.501
PMI	561	4302.612
PMI	562	3268.8
PMI	563	594.047
PMI	564	527.194
PMI	565	488.393
PMI	566	572.75
PMI	567	1064.525
PMI	568	2736.42
PMI	569	4074.908
PMI	570	4432.415
PMI	571	4959.221
PMI	572	4952.358
PMI	573	4381.064
PMI	574	3328.283
PMI	575	604.835
PMI	576	536.749
PMI	577	497.227
PMI	578	583.089
PMI	579	1083.703
PMI	580	2785.621
PMI	581	4148.028
PMI	582	4511.791
PMI	583	5047.853
PMI	584	5040.691
PMI	585	4459.05
PMI	586	3387.411
PMI	587	615.559
PMI	588	546.246
PMI	589	506.007
PMI	590	593.365
PMI	591	1102.763
PMI	592	2834.517
PMI	593	4220.693
PMI	594	4590.671
PMI	595	5135.928
PMI	596	5128.465
PMI	597	4536.541
PMI	598	3446.161
PMI	599	626.214
PMI	600	555.682
