AMS,3,150,3534482
AMS,3,151,4066003
AMS,3,152,4025040
AMS,3,153,3723391
AMS,3,154,3749704
AMS,3,155,2959673
AMS,3,156,2835800
AMS,3,157,2734979
AMS,3,158,2724871
AMS,3,159,3247713
AMS,3,160,3470758
AMS,3,161,3833658
AMS,3,162,3788193
AMS,3,163,4329146
AMS,3,164,4236520
AMS,3,165,3723391
AMS,3,166,3904666
AMS,3,167,3078070
AMS,3,168,2957570
AMS,3,169,2951239
AMS,3,170,2823030
AMS,3,171,3274654
AMS,3,172,3539781
AMS,3,173,4052054
AMS,3,174,3932255
AMS,3,175,4523615
AMS,3,176,4428758
AMS,3,177,4137036
AMS,3,178,4069865
AMS,3,179,3191683
AMS,3,180,3074782
AMS,3,181,3025243
AMS,3,182,2855387
AMS,3,183,3392872
AMS,3,184,3805173
AMS,3,185,4172493
AMS,3,186,4224558
AMS,3,187,4734182
AMS,3,188,4637208
AMS,3,189,4290924
AMS,3,190,4196848
AMS,3,191,3347923
AMS,3,192,3273412
AMS,3,193,3167184
AMS,3,194,3039289
AMS,3,195,3690560
AMS,3,196,3901285
AMS,3,197,4291854
AMS,3,198,4240934
AMS,3,199,4917745
AMS,3,200,4811114
AMS,3,201,4420102
AMS,3,202,4374084
AMS,3,203,3468405
AMS,3,204,3346645
AMS,3,205,3197231
AMS,3,206,3149518
AMS,3,207,3737333
AMS,3,208,3913837
AMS,3,209,4398593
AMS,3,210,4395021
AMS,3,211,4843614
AMS,3,212,4712617
AMS,3,213,4292698
AMS,3,214,4268708
AMS,3,215,3271761
AMS,3,216,3168388
AMS,3,217,2911748
AMS,3,218,2720999
AMS,3,219,3199754
AMS,3,220,3672511
AMS,3,221,3890454
AMS,3,222,3850046
AMS,3,223,4531880
AMS,3,224,4484739
AMS,3,225,4014970
AMS,3,226,3983758
AMS,3,227,3158459
AMS,3,228,3100515
AMS,3,229,2935404
AMS,3,230,2855719
AMS,3,231,3465611
AMS,3,232,3006985
AMS,3,233,4095110
AMS,3,234,4104793
AMS,3,235,4730788
AMS,3,236,4642726
AMS,3,237,4246919
AMS,3,238,4308117
AMS,3,239,3508154
AMS,3,240,3236641
AMS,3,241,3257275
AMS,3,242,3045631
AMS,3,243,3657692
AMS,3,244,4125747
AMS,3,245,4472507
AMS,3,246,4513455
AMS,3,247,5150896
AMS,3,248,5057815
AMS,3,249,4681742
AMS,3,250,4603682
AMS,3,251,3579839
AMS,3,252,3534002
AMS,3,253,3422762
AMS,3,254,3295209
AMS,3,255,3868093
AMS,3,256,4189245
AMS,3,257,4544332
AMS,3,258,4612845
AMS,3,259,5221595
AMS,3,260,5137505
AMS,3,261,4760439
AMS,3,262,4643697
AMS,3,263,3692267
AMS,3,264,3587603
AMS,3,265,3386231
AMS,3,266,3265809
AMS,3,267,3966494
AMS,3,268,4326107
AMS,3,269,4864335
AMS,3,270,4847874
AMS,3,271,5322568
AMS,3,272,5333474
AMS,3,273,4897174
AMS,3,274,4745696
AMS,3,275,3772625
AMS,3,276,3783482
AMS,3,277,3616552
AMS,3,278,3435592
AMS,3,279,4076472
AMS,3,280,4560642
AMS,3,281,4987951
AMS,3,282,5032637
AMS,3,283,5455674
AMS,3,284,5618436
AMS,3,285,5185505
AMS,3,286,5023568
AMS,3,287,3972843
AMS,3,288,3974662
AMS,3,289,3719441
AMS,3,290,3602644
AMS,3,291,4194059
AMS,3,292,4769994
AMS,3,293,5380588
AMS,3,294,5321554
AMS,3,295,5914428
AMS,3,296,5934659
AMS,3,297,5466239
AMS,3,298,5323612
AMS,3,299,4323642
AMS,3,300,4286405
AMS,3,301,4107842
AMS,3,302,4093695
AMS,3,303,4744709
AMS,3,304,5243473
AMS,3,305,5732006
AMS,3,306,5736839
AMS,3,307,6373218
AMS,3,308,6405194
AMS,3,309,5869900
AMS,3,310,5787732
AMS,3,311,4698778
AMS,3,312,4753294
AMS,3,313,4567274
AMS,3,314,4330557
AMS,3,315,5161224
AMS,3,316,5840006
AMS,3,317,6209744
AMS,3,318,6147520
AMS,3,319,6729274
AMS,3,320,6788604
AMS,3,321,6259104
AMS,3,322,6244953
AMS,3,323,5170757
AMS,3,324,4981306
AMS,3,325,4914178
AMS,3,326,4745608
AMS,3,327,5562402
AMS,3,328,6017911
AMS,3,329,6393866
AMS,3,330,6379351
AMS,3,331,6766174
AMS,3,332,6837407
AMS,3,333,6397544
AMS,3,334,6403513
AMS,3,335,5300500
AMS,3,336,5260254
AMS,3,337,5000100
AMS,3,338,4839055
AMS,3,339,5632129
AMS,3,340,6100390
AMS,3,341,6435032
AMS,3,342,6496085
AMS,3,343,6717299
AMS,3,344,6803948
AMS,3,345,6486988
AMS,3,346,6425012
AMS,3,347,5318266
AMS,3,348,5380989
AMS,3,349,5069698
AMS,3,350,4715236
AMS,3,351,2474035
AMS,3,352,126720
AMS,3,353,208078
AMS,3,354,471380
AMS,3,355,1337562
AMS,3,356,1853791
AMS,3,357,1337357
AMS,3,358,1142431
AMS,3,359,899553
AMS,3,360,1233043
AMS,3,361,868441
AMS,3,362,505194
AMS,3,363,660176
AMS,3,364,786615
AMS,3,365,1106740
AMS,3,366,1678188
AMS,3,367,3027042
AMS,3,368,3786746
AMS,3,369,3370005
AMS,3,370,3745891
AMS,3,371,3095372
AMS,3,372,2852980
AMS,3,373,2485722
AMS,3,374,2660123
AMS,3,375,3731647
AMS,3,376,4434503
AMS,3,377,5216913
AMS,3,378,5232424
AMS,3,379,5179326
AMS,3,380,5327361
AMS,3,381,5196503
AMS,3,382,4911770
AMS,3,383,3983418
AMS,3,384,4097876
AMS,3,385,3892504
AMS,3,386,3778446
AMS,3,387,4585101
AMS,3,388,5123426
AMS,3,389,5599696
AMS,3,390,5659228
AMS,3,391,6008984
AMS,3,392,6052473
AMS,3,393,5771590
AMS,3,394,5814355
AMS,3,395,4737656
AMS,3,396,4829318
AMS,3,397,4539335
AMS,3,398,4622312
AMS,3,399,5225669
AMS,3,400,5464962
AMS,3,401,5969718
AMS,3,402,5952356
AMS,3,403,6294757
