AMS,3,1,953993
AMS,3,2,765103
AMS,3,3,1062364
AMS,3,4,1209769
AMS,3,5,1437740
AMS,3,6,1509456
AMS,3,7,1737726
AMS,3,8,1790939
AMS,3,9,1706306
AMS,3,10,1573195
AMS,3,11,1182148
AMS,3,12,1153585
AMS,3,13,1142683
AMS,3,14,1078967
AMS,3,15,1267844
AMS,3,16,1512998
AMS,3,17,1733086
AMS,3,18,1727839
AMS,3,19,1970532
AMS,3,20,2053333
AMS,3,21,1857934
AMS,3,22,1697671
AMS,3,23,1290536
AMS,3,24,1275355
AMS,3,25,1273940
AMS,3,26,1158269
AMS,3,27,1444719
AMS,3,28,1636757
AMS,3,29,1808158
AMS,3,30,1884987
AMS,3,31,2226688
AMS,3,32,2286385
AMS,3,33,2076232
AMS,3,34,1970064
AMS,3,35,1455310
AMS,3,36,1436585
AMS,3,37,1479507
AMS,3,38,1329833
AMS,3,39,1705140
AMS,3,40,1795080
AMS,3,41,2072536
AMS,3,42,2080060
AMS,3,43,2420076
AMS,3,44,2414328
AMS,3,45,2287000
AMS,3,46,2118244
AMS,3,47,1641522
AMS,3,48,1599652
AMS,3,49,1637152
AMS,3,50,1468425
AMS,3,51,1871462
AMS,3,52,1996065
AMS,3,53,2195899
AMS,3,54,2203681
AMS,3,55,2523093
AMS,3,56,2548291
AMS,3,57,2415391
AMS,3,58,2302489
AMS,3,59,1785520
AMS,3,60,1762211
AMS,3,61,1732603
AMS,3,62,1646215
AMS,3,63,2084655
AMS,3,64,2121951
AMS,3,65,2412590
AMS,3,66,2452635
AMS,3,67,2687739
AMS,3,68,2752977
AMS,3,69,2638225
AMS,3,70,2533008
AMS,3,71,2036309
AMS,3,72,1986452
AMS,3,73,1908718
AMS,3,74,1863765
AMS,3,75,2365950
AMS,3,76,2450145
AMS,3,77,2754056
AMS,3,78,2764516
AMS,3,79,3129845
AMS,3,80,3158655
AMS,3,81,2933661
AMS,3,82,2900933
AMS,3,83,2367257
AMS,3,84,2234969
AMS,3,85,2193831
AMS,3,86,2162531
AMS,3,87,2613920
AMS,3,88,2690988
AMS,3,89,3012279
AMS,3,90,2997942
AMS,3,91,3376701
AMS,3,92,3494819
AMS,3,93,3160873
AMS,3,94,3125988
AMS,3,95,2529348
AMS,3,96,2402844
AMS,3,97,2360543
AMS,3,98,2319503
AMS,3,99,2810143
AMS,3,100,2888470
AMS,3,101,3250451
AMS,3,102,3212305
AMS,3,103,3598645
AMS,3,104,3697233
AMS,3,105,3460281
AMS,3,106,3434245
AMS,3,107,2787341
AMS,3,108,2451556
AMS,3,109,2478477
AMS,3,110,2547740
AMS,3,111,3052557
AMS,3,112,3212783
AMS,3,113,3529578
AMS,3,114,3476766
AMS,3,115,3939436
AMS,3,116,3919289
AMS,3,117,3703919
AMS,3,118,3636026
AMS,3,119,2900461
AMS,3,120,2703078
AMS,3,121,2693243
AMS,3,122,2579578
AMS,3,123,3150033
AMS,3,124,3342278
AMS,3,125,3600505
AMS,3,126,3672264
AMS,3,127,4088495
AMS,3,128,4052487
AMS,3,129,3539414
AMS,3,130,3214440
AMS,3,131,2645217
AMS,3,132,2589139
AMS,3,133,2565924
AMS,3,134,2586498
AMS,3,135,2565924
AMS,3,136,3290990
AMS,3,137,3686649
AMS,3,138,3656240
AMS,3,139,4120911
AMS,3,140,4121099
AMS,3,141,3852445
AMS,3,142,3709207
AMS,3,143,2881048
AMS,3,144,2836105
AMS,3,145,2738827
AMS,3,146,2658957
AMS,3,147,3008444
AMS,3,148,3004881
AMS,3,149,3383420
