PMI,1,3,1,125.572,,,,,,,,,
PMI,1,3,2,154.249,,,,,,,,,
PMI,1,3,3,228.025,,,,,,,,,
PMI,1,3,4,453.579,,,,,,,,,
PMI,1,3,5,934.707,,,,,,,,,
PMI,1,3,6,1064.341,,,,,,,,,
PMI,1,3,7,1311.597,,,,,,,,,
PMI,1,3,8,1388.278,,,,,,,,,
PMI,1,3,9,1253.767,,,,,,,,,
PMI,1,3,10,1035.78,,,,,,,,,
PMI,1,3,11,160.178,,,,,,,,,
PMI,1,3,12,110.69,,,,,,,,,
PMI,1,3,13,126.252,,,,,,,,,
PMI,1,3,14,155.084,,,,,,,,,
PMI,1,3,15,229.259,,,,,,,,,
PMI,1,3,16,456.034,,,,,,,,,
PMI,1,3,17,939.766,,,,,,,,,
PMI,1,3,18,1070.101,,,,,,,,,
PMI,1,3,19,1318.696,,,,,,,,,
PMI,1,3,20,1395.792,,,,,,,,,
PMI,1,3,21,1260.553,,,,,,,,,
PMI,1,3,22,1041.386,,,,,,,,,
PMI,1,3,23,161.045,,,,,,,,,
PMI,1,3,24,111.289,,,,,,,,,
PMI,1,3,25,138.033,,,,,,,,,
PMI,1,3,26,169.556,,,,,,,,,
PMI,1,3,27,250.653,,,,,,,,,
PMI,1,3,28,498.589,,,,,,,,,
PMI,1,3,29,1027.462,,,,,,,,,
PMI,1,3,30,1169.959,,,,,,,,,
PMI,1,3,31,1441.752,,,,,,,,,
PMI,1,3,32,1526.042,,,,,,,,,
PMI,1,3,33,1378.183,,,,,,,,,
PMI,1,3,34,1138.564,,,,,,,,,
PMI,1,3,35,176.073,,,,,,,,,
PMI,1,3,36,121.674,,,,,,,,,
PMI,1,3,37,177.183,,,,,,,,,
PMI,1,3,38,211.066,,,,,,,,,
PMI,1,3,39,359.275,,,,,,,,,
PMI,1,3,40,660.757,,,,,,,,,
PMI,1,3,41,1352.676,,,,,,,,,
PMI,1,3,42,1462.476,,,,,,,,,
PMI,1,3,43,1716.868,,,,,,,,,
PMI,1,3,44,1620.671,,,,,,,,,
PMI,1,3,45,1530.248,,,,,,,,,
PMI,1,3,46,1244.693,,,,,,,,,
PMI,1,3,47,195.653,,,,,,,,,
PMI,1,3,48,150.967,,,,,,,,,
PMI,1,3,49,171.831,,,,,,,,,
PMI,1,3,50,240.088,,,,,,,,,
PMI,1,3,51,368.961,,,,,,,,,
PMI,1,3,52,812.048,,,,,,,,,
PMI,1,3,53,1347.622,,,,,,,,,
PMI,1,3,54,1546.794,,,,,,,,,
PMI,1,3,55,1680.904,,,,,,,,,
PMI,1,3,56,1625.515,,,,,,,,,
PMI,1,3,57,1585.178,,,,,,,,,
PMI,1,3,58,1195.75,,,,,,,,,
PMI,1,3,59,234.42,,,,,,,,,
PMI,1,3,60,183.587,,,,,,,,,
PMI,1,3,61,180.11,,,,,,,,,
PMI,1,3,62,291.972,,,,,,,,,
PMI,1,3,63,507.973,,,,,,,,,
PMI,1,3,64,782.401,,,,,,,,,
PMI,1,3,65,1395.111,,,,,,,,,
PMI,1,3,66,1552.577,,,,,,,,,
PMI,1,3,67,1626.389,,,,,,,,,
PMI,1,3,68,1749.648,,,,,,,,,
PMI,1,3,69,1605.198,,,,,,,,,
PMI,1,3,70,1193.439,,,,,,,,,
PMI,1,3,71,270.24,,,,,,,,,
PMI,1,3,72,174.686,,,,,,,,,
PMI,1,3,73,238.365,,,,,,,,,
PMI,1,3,74,346.29,,,,,,,,,
PMI,1,3,75,594.96,,,,,,,,,
PMI,1,3,76,980.94,,,,,,,,,
PMI,1,3,77,1370.944,,,,,,,,,
PMI,1,3,78,1627.815,,,,,,,,,
PMI,1,3,79,1791.741,,,,,,,,,
PMI,1,3,80,1800.768,,,,,,,,,
PMI,1,3,81,1749.325,,,,,,,,,
PMI,1,3,82,1366.471,,,,,,,,,
PMI,1,3,83,347.834,,,,,,,,,
PMI,1,3,84,230.27,,,,,,,,,
PMI,1,3,85,270.146,,,,,,,,,
PMI,1,3,86,407.437,,,,,,,,,
PMI,1,3,87,705.612,,,,,,,,,
PMI,1,3,88,1196.168,,,,,,,,,
PMI,1,3,89,1659.474,,,,,,,,,
PMI,1,3,90,1963.541,,,,,,,,,
PMI,1,3,91,2223.114,,,,,,,,,
PMI,1,3,92,2014.291,,,,,,,,,
PMI,1,3,93,2057.815,,,,,,,,,
PMI,1,3,94,1655.371,,,,,,,,,
PMI,1,3,95,417.894,,,,,,,,,
PMI,1,3,96,250.397,,,,,,,,,
PMI,1,3,97,268.159,,,,,,,,,
PMI,1,3,98,375.339,,,,,,,,,
PMI,1,3,99,614.854,,,,,,,,,
PMI,1,3,100,1016.589,,,,,,,,,
PMI,1,3,101,1486.909,,,,,,,,,
PMI,1,3,102,1749.892,,,,,,,,,
PMI,1,3,103,2029.125,,,,,,,,,
PMI,1,3,104,1992.208,,,,,,,,,
PMI,1,3,105,1902.61,,,,,,,,,
PMI,1,3,106,1534.708,,,,,,,,,
PMI,1,3,107,373.961,,,,,,,,,
PMI,1,3,108,235.024,,,,,,,,,
PMI,1,3,109,279.485,,,,,,,,,
PMI,1,3,110,400.544,,,,,,,,,
PMI,1,3,111,675.092,,,,,,,,,
PMI,1,3,112,1136.53,,,,,,,,,
PMI,1,3,113,1601.285,,,,,,,,,
PMI,1,3,114,1894.443,,,,,,,,,
PMI,1,3,115,2113.502,,,,,,,,,
PMI,1,3,116,2057.041,,,,,,,,,
PMI,1,3,117,2034.627,,,,,,,,,
PMI,1,3,118,1614.334,,,,,,,,,
PMI,1,3,119,395.142,,,,,,,,,
PMI,1,3,120,258.567,,,,,,,,,
PMI,1,3,121,280.195,,,,,,,,,
PMI,1,3,122,432.945,,,,,,,,,
PMI,1,3,123,678.589,,,,,,,,,
PMI,1,3,124,1086.181,,,,,,,,,
PMI,1,3,125,1616.614,,,,,,,,,
PMI,1,3,126,1949.359,,,,,,,,,
PMI,1,3,127,2093.965,,,,,,,,,
PMI,1,3,128,2097.292,,,,,,,,,
PMI,1,3,129,2064.02,,,,,,,,,
PMI,1,3,130,1436.164,,,,,,,,,
PMI,1,3,131,344.085,,,,,,,,,
PMI,1,3,132,213.583,,,,,,,,,
PMI,1,3,133,228.079,,,,,,,,,
PMI,1,3,134,376.229,,,,,,,,,
PMI,1,3,135,228.079,,,,,,,,,
PMI,1,3,136,815.722,,,,,,,,,
PMI,1,3,137,1472.735,,,,,,,,,
PMI,1,3,138,1795.36,,,,,,,,,
PMI,1,3,139,1897.132,,,,,,,,,
PMI,1,3,140,2088.903,,,,,,,,,
PMI,1,3,141,1795.258,,,,,,,,,
PMI,1,3,142,1304.037,,,,,,,,,
PMI,1,3,143,343.741,,,,,,,,,
PMI,1,3,144,251.745,,,,,,,,,
PMI,1,3,145,278.479,,,,,,,,,
PMI,1,3,146,376.791,,,,,,,,,
PMI,1,3,147,620.436,,,,,,,,,
PMI,1,3,148,978.031,,,,,,,,,
PMI,1,3,149,1551.925,,,,,,,,,
PMI,1,3,150,1862.672,,,,,,,,,
PMI,1,3,151,1963.737,,,,,,,,,
PMI,1,3,152,2299.771,,,,,,,,,
PMI,1,3,153,1818.596,,,,,,,,,
PMI,1,3,154,1363.228,,,,,,,,,
PMI,1,3,155,416.098,,,,,,,,,
PMI,1,3,156,292.922,,,,,,,,,
PMI,1,3,157,306.625,,,,,,,,,
PMI,1,3,158,439.203,,,,,,,,,
PMI,1,3,159,639.427,,,,,,,,,
PMI,1,3,160,934.567,,,,,,,,,
PMI,1,3,161,1596.715,,,,,,,,,
PMI,1,3,162,1862.56,,,,,,,,,
PMI,1,3,163,2183.706,,,,,,,,,
PMI,1,3,164,2311.924,,,,,,,,,
PMI,1,3,165,1818.596,,,,,,,,,
PMI,1,3,166,1609.682,,,,,,,,,
PMI,1,3,167,445.412,,,,,,,,,
PMI,1,3,168,376.067,,,,,,,,,
PMI,1,3,169,393.282,,,,,,,,,
PMI,1,3,170,467.049,,,,,,,,,
PMI,1,3,171,723.671,,,,,,,,,
PMI,1,3,172,917.824,,,,,,,,,
PMI,1,3,173,1657.331,,,,,,,,,
PMI,1,3,174,1935.847,,,,,,,,,
PMI,1,3,175,2306.317,,,,,,,,,
PMI,1,3,176,2340.254,,,,,,,,,
PMI,1,3,177,2071.679,,,,,,,,,
PMI,1,3,178,1608.592,,,,,,,,,
PMI,1,3,179,453.066,,,,,,,,,
PMI,1,3,180,364.896,,,,,,,,,
PMI,1,3,181,374.08,,,,,,,,,
PMI,1,3,182,440.814,,,,,,,,,
PMI,1,3,183,648.613,,,,,,,,,
PMI,1,3,184,1089.758,,,,,,,,,
PMI,1,3,185,1758.055,,,,,,,,,
PMI,1,3,186,2146.226,,,,,,,,,
PMI,1,3,187,2434.804,,,,,,,,,
PMI,1,3,188,2474.36,,,,,,,,,
PMI,1,3,189,2235.257,,,,,,,,,
PMI,1,3,190,1643.529,,,,,,,,,
PMI,1,3,191,440.019,,,,,,,,,
PMI,1,3,192,353.672,,,,,,,,,
PMI,1,3,193,355.994,,,,,,,,,
PMI,1,3,194,443.003,,,,,,,,,
PMI,1,3,195,726.638,,,,,,,,,
PMI,1,3,196,1077.877,,,,,,,,,
PMI,1,3,197,1807.489,,,,,,,,,
PMI,1,3,198,2212.078,,,,,,,,,
PMI,1,3,199,2535.682,,,,,,,,,
PMI,1,3,200,2571.808,,,,,,,,,
PMI,1,3,201,2370.936,,,,,,,,,
PMI,1,3,202,1677.732,,,,,,,,,
PMI,1,3,203,483.811,,,,,,,,,
PMI,1,3,204,368.37,,,,,,,,,
PMI,1,3,205,355.267,,,,,,,,,
PMI,1,3,206,460.007,,,,,,,,,
PMI,1,3,207,753.545,,,,,,,,,
PMI,1,3,208,1017.985,,,,,,,,,
PMI,1,3,209,1948.188,,,,,,,,,
PMI,1,3,210,2169.699,,,,,,,,,
PMI,1,3,211,2506.407,,,,,,,,,
PMI,1,3,212,2660.453,,,,,,,,,
PMI,1,3,213,2237.13,,,,,,,,,
PMI,1,3,214,1640.262,,,,,,,,,
PMI,1,3,215,423.904,,,,,,,,,
PMI,1,3,216,312.335,,,,,,,,,
PMI,1,3,217,320.014,,,,,,,,,
PMI,1,3,218,383.38,,,,,,,,,
PMI,1,3,219,588.929,,,,,,,,,
PMI,1,3,220,1034.635,,,,,,,,,
PMI,1,3,221,1697.115,,,,,,,,,
PMI,1,3,222,2041.091,,,,,,,,,
PMI,1,3,223,2331.092,,,,,,,,,
PMI,1,3,224,2350.573,,,,,,,,,
PMI,1,3,225,1962.652,,,,,,,,,
PMI,1,3,226,1479.286,,,,,,,,,
PMI,1,3,227,368.844,,,,,,,,,
PMI,1,3,228,296.655,,,,,,,,,
PMI,1,3,229,290.723,,,,,,,,,
PMI,1,3,230,361.155,,,,,,,,,
PMI,1,3,231,590.454,,,,,,,,,
PMI,1,3,232,820.429,,,,,,,,,
PMI,1,3,233,1673.196,,,,,,,,,
PMI,1,3,234,1984.798,,,,,,,,,
PMI,1,3,235,2413.044,,,,,,,,,
PMI,1,3,236,2512.482,,,,,,,,,
PMI,1,3,237,2080.434,,,,,,,,,
PMI,1,3,238,1540.797,,,,,,,,,
PMI,1,3,239,338.413,,,,,,,,,
PMI,1,3,240,268.033,,,,,,,,,
PMI,1,3,241,272.062,,,,,,,,,
PMI,1,3,242,313.991,,,,,,,,,
PMI,1,3,243,526.324,,,,,,,,,
PMI,1,3,244,1098.283,,,,,,,,,
PMI,1,3,245,1812.119,,,,,,,,,
PMI,1,3,246,2274.983,,,,,,,,,
PMI,1,3,247,2751.381,,,,,,,,,
PMI,1,3,248,2774.088,,,,,,,,,
PMI,1,3,249,2377.061,,,,,,,,,
PMI,1,3,250,1724.05,,,,,,,,,
PMI,1,3,251,310.317,,,,,,,,,
PMI,1,3,252,221.67,,,,,,,,,
PMI,1,3,253,218.34,,,,,,,,,
PMI,1,3,254,277.145,,,,,,,,,
PMI,1,3,255,544.643,,,,,,,,,
PMI,1,3,256,1149.045,,,,,,,,,
PMI,1,3,257,1885.983,,,,,,,,,
PMI,1,3,258,2409.957,,,,,,,,,
PMI,1,3,259,2853.907,,,,,,,,,
PMI,1,3,260,2880.698,,,,,,,,,
PMI,1,3,261,2532.728,,,,,,,,,
PMI,1,3,262,1741.792,,,,,,,,,
PMI,1,3,263,333.609,,,,,,,,,
PMI,1,3,264,221.166,,,,,,,,,
PMI,1,3,265,208.112,,,,,,,,,
PMI,1,3,266,275.145,,,,,,,,,
PMI,1,3,267,623.394,,,,,,,,,
PMI,1,3,268,1183.042,,,,,,,,,
PMI,1,3,269,2086.989,,,,,,,,,
PMI,1,3,270,2522.138,,,,,,,,,
PMI,1,3,271,2898.374,,,,,,,,,
PMI,1,3,272,3035.248,,,,,,,,,
PMI,1,3,273,2583.068,,,,,,,,,
PMI,1,3,274,1850.359,,,,,,,,,
PMI,1,3,275,354.418,,,,,,,,,
PMI,1,3,276,232.732,,,,,,,,,
PMI,1,3,277,230.591,,,,,,,,,
PMI,1,3,278,276.451,,,,,,,,,
PMI,1,3,279,493.708,,,,,,,,,
PMI,1,3,280,1262.902,,,,,,,,,
PMI,1,3,281,2083.373,,,,,,,,,
PMI,1,3,282,2579.079,,,,,,,,,
PMI,1,3,283,2919.928,,,,,,,,,
PMI,1,3,284,3171.744,,,,,,,,,
PMI,1,3,285,2600.165,,,,,,,,,
PMI,1,3,286,1808.391,,,,,,,,,
PMI,1,3,287,351.562,,,,,,,,,
PMI,1,3,288,240.344,,,,,,,,,
PMI,1,3,289,222.742,,,,,,,,,
PMI,1,3,290,285.465,,,,,,,,,
PMI,1,3,291,521.222,,,,,,,,,
PMI,1,3,292,1272.238,,,,,,,,,
PMI,1,3,293,2159.016,,,,,,,,,
PMI,1,3,294,2517.492,,,,,,,,,
PMI,1,3,295,2913.277,,,,,,,,,
PMI,1,3,296,3141.782,,,,,,,,,
PMI,1,3,297,2595.824,,,,,,,,,
PMI,1,3,298,1906.721,,,,,,,,,
PMI,1,3,299,345.756,,,,,,,,,
PMI,1,3,300,243.548,,,,,,,,,
PMI,1,3,301,233.282,,,,1358.05,Jan-16,19700.58,,,
PMI,1,3,302,333.013,,,,2430.553,feb,,,,
PMI,1,3,303,729.914,,,,2819.614,mar,,,,
PMI,1,3,304,1358.05,Jan-16,,,3354.438,apr,,,,
PMI,1,3,305,2430.553,feb,,,3360.24,may,,,,
PMI,1,3,306,2819.614,mar,,,2879.024,jun,,,,
PMI,1,3,307,3354.438,apr,,,2291.222,jul,,,,
PMI,1,3,308,3360.24,may,,,363.629,aug,,,,
PMI,1,3,309,2879.024,jun,,,271.139,sep,,,,
PMI,1,3,310,2291.222,jul,,,245.375,oct,,,,
PMI,1,3,311,363.629,aug,,,327.296,dec,,,,
PMI,1,3,312,271.139,sep,,,619.964,Jan-17,21260.395,,,
PMI,1,3,313,245.375,oct,,,1687.686,feb,,,,
PMI,1,3,314,327.296,dec,,,2507.194,mar,,,,
PMI,1,3,315,619.964,Jan-17,,,3042.701,apr,,,,
PMI,1,3,316,1687.686,feb,,,3498.499,may,,,,
PMI,1,3,317,2507.194,mar,,,3499.217,jun,,,,
PMI,1,3,318,3042.701,apr,,,3053.354,jul,,,,
PMI,1,3,319,3498.499,may,,,2343.29,aug,,,,
PMI,1,3,320,3499.217,jun,,,454.789,sep,,,,
PMI,1,3,321,3053.354,jul,,,297.586,oct,,,,
PMI,1,3,322,2343.29,aug,,,256.115,dec,,,,
PMI,1,3,323,454.789,sep,,,340.74,Jan-18,21798.909,,,
PMI,1,3,324,297.586,oct,,,717.748,feb,,,,
PMI,1,3,325,256.115,dec,,,1622.309,mar,,,,
PMI,1,3,326,340.74,Jan-18,,,2546.663,apr,,,,
PMI,1,3,327,717.748,feb,,,3128.348,may,,,,
PMI,1,3,328,1622.309,mar,,,3523.93,jun,,,,
PMI,1,3,329,2546.663,apr,,,3489.746,jul,,,,
PMI,1,3,330,3128.348,may,,,3117.023,aug,,,,
PMI,1,3,331,3523.93,jun,,,2394.571,sep,,,,
PMI,1,3,332,3489.746,jul,,,485.413,oct,,,,
PMI,1,3,333,3117.023,aug,,,432.418,dec,,,,
PMI,1,3,334,2394.571,sep,,,,,,,,
PMI,1,3,335,485.413,oct,,,,,,,,
PMI,1,3,336,432.418,dec,Actual Total,Actual Seasonal,2025 fcast,Fcast Total 2025,Fcast Seasonal 2025,2026 fcast,total 2026,season 2026
PMI,1,3,337,361.225,Jan-19,22222.637,1.62548216,165.9013372,22022.47894,0.75332726,357.0195527,24596.70278,1.451493543
PMI,1,3,338,419.54,feb,22222.637,1.887894762,195.7013294,22022.47894,0.888643508,363.7495169,24596.70278,1.478854789
PMI,1,3,339,718.76,mar,22222.637,3.234359631,951.6290324,22022.47894,4.321171268,1089.88816,24596.70278,4.431033581
PMI,1,3,340,1895.466,apr,22222.637,8.529437798,1639.613765,22022.47894,7.445182577,1845.4927,24596.70278,7.503008499
PMI,1,3,341,2551.559,may,22222.637,11.48180119,2620.104369,22022.47894,11.8974089,2831.252927,24596.70278,11.51070106
PMI,1,3,342,3144.298,jun,22222.637,14.14907691,2995.166432,22022.47894,13.6004963,3258.523705,24596.70278,13.24780697
PMI,1,3,343,3437.873,jul,22222.637,15.47013975,3558.55685,22022.47894,16.15874789,3783.808387,24596.70278,15.3833968
PMI,1,3,344,3485.276,aug,22222.637,15.68344927,3541.366433,22022.47894,16.08068938,3807.390485,24596.70278,15.47927183
PMI,1,3,345,3063.702,sep,22222.637,13.78640168,2983.742938,22022.47894,13.54862432,3281.630251,24596.70278,13.34174861
PMI,1,3,346,2310.03,oct,22222.637,10.39494098,2401.327018,22022.47894,10.90398145,2646.141402,24596.70278,10.75811431
PMI,1,3,347,450.025,nov,22222.637,2.025074702,501.9154736,22022.47894,2.279105249,694.1705913,24596.70278,2.822209942
PMI,1,3,348,384.883,Dec-19,22222.637,1.731941173,467.4539618,22022.47894,2.122621904,637.6351017,24596.70278,2.592360071
PMI,1,3,349,311.8,,,,,,,,,
PMI,1,3,350,404.915,,,,fcast 2027,total 2027,seasonal 2027,fcast 2028,total 2028,
PMI,1,3,351,275.739,,,,554.0629247,26543.32963,2.087390438,705.1300811,26040.83194,2.707786305
PMI,1,3,352,1.681,,,,564.7114772,26543.32963,2.12750806,744.0410622,26040.83194,2.857209262
PMI,1,3,353,3.335,,,,1149.642805,26543.32963,4.331192887,1147.655268,26040.83194,4.407137492
PMI,1,3,354,40.489,,,,1985.158936,26543.32963,7.478937133,1927.841235,26040.83194,7.403147637
PMI,1,3,355,775.896,,,,2962.324637,26543.32963,11.16033549,2855.32141,26040.83194,10.96478568
PMI,1,3,356,749.593,2020,,,3455.142364,26543.32963,13.01698925,3318.067309,26040.83194,12.74178689
PMI,1,3,357,195.06,,,,3928.024755,26543.32963,14.79853812,3844.250619,26040.83194,14.76239556
PMI,1,3,358,143.594,,,,4004.956526,26543.32963,15.08837279,3898.734513,26040.83194,14.97162042
PMI,1,3,359,42.55,,,,3531.996266,26543.32963,13.30653055,3359.720221,26040.83194,12.9017392
PMI,1,3,360,46.961,,,,2824.667001,26543.32963,10.64172069,2704.302603,26040.83194,10.38485487
PMI,1,3,361,37.085,,,,840.5925287,26543.32963,3.166869192,819.5250166,26040.83194,3.147076938
PMI,1,3,362,27.391,,,,742.0494101,26543.32963,2.795615397,716.2426034,26040.83194,2.750459759
PMI,1,3,363,105.512,,,,,,,,,
PMI,1,3,364,240.314,,,,,,,,,
PMI,1,3,365,566.747,,,,,,,,,
PMI,1,3,366,963.488,,,,,,,,,
PMI,1,3,367,1816.526,,,,,,,,,
PMI,1,3,368,1910.818,2021,,,,,,,,
PMI,1,3,369,1727.546,,,,,,,,,
PMI,1,3,370,1719.159,,,,,,,,,
PMI,1,3,371,333.94,,,,,,,,,
PMI,1,3,372,247.953,,,,,,,,,
PMI,1,3,373,189.012,,,,,,,,,
PMI,1,3,374,292.73,,,,,,,,,
PMI,1,3,375,566.64,,,,,,,,,
PMI,1,3,376,1776.863,,,,,,,,,
PMI,1,3,377,2430.866,,,,,,,,,
PMI,1,3,378,2932.3,,,,,,,,,
PMI,1,3,379,3265.956,,,,,,,,,
PMI,1,3,380,3277.413,2022,,,,,,,,
PMI,1,3,381,2889.794,,,,,,,,,
PMI,1,3,382,2355.61,,,,,,,,,
PMI,1,3,383,381.811,,,,,,,,,
PMI,1,3,384,330.82,,,,,,,,,
PMI,1,3,385,304.598,,,,,,,,,
PMI,1,3,386,373.025,,,,,,,,,
PMI,1,3,387,685.243,,,,,,,,,
PMI,1,3,388,1985.954,,,,,,,,,
PMI,1,3,389,2661.691,,,,,,,,,
PMI,1,3,390,3006.17,,,,,,,,,
PMI,1,3,391,3490.792,,,,,,,,,
PMI,1,3,392,3465.512,2023,,,,,,,,
PMI,1,3,393,3072.435,,,,,,,,,
PMI,1,3,394,2547.035,,,,,,,,,
PMI,1,3,395,485.312,,,,,,,,,
PMI,1,3,396,389.783,,,,,,,,,
PMI,1,3,397,323.519,,,,,,,,,
PMI,1,3,398,423.789,,,,,,,,,
PMI,1,3,399,788.751,,,,,,,,,
PMI,1,3,400,2028.346,,,,,,,,,
PMI,1,3,401,3021.703,,,,,,,,,
PMI,1,3,402,3291.343,,,,,,,,,
PMI,1,3,403,3684.008,,,,,,,,,
PMI,1,3,404,3680.385,2024,,,,,,,,
