PMI,2,3,97,268.159
PMI,2,3,98,375.339
PMI,2,3,99,614.854
PMI,2,3,100,1016.589
PMI,2,3,101,1486.909
PMI,2,3,102,1749.892
PMI,2,3,103,2029.125
PMI,2,3,104,1992.208
PMI,2,3,105,1902.61
PMI,2,3,106,1534.708
PMI,2,3,107,373.961
PMI,2,3,108,235.024
PMI,2,3,109,279.485
PMI,2,3,110,400.544
PMI,2,3,111,675.092
PMI,2,3,112,1136.53
PMI,2,3,113,1601.285
PMI,2,3,114,1894.443
PMI,2,3,115,2113.502
PMI,2,3,116,2057.041
PMI,2,3,117,2034.627
PMI,2,3,118,1614.334
PMI,2,3,119,395.142
PMI,2,3,120,258.567
PMI,2,3,121,280.195
PMI,2,3,122,432.945
PMI,2,3,123,678.589
PMI,2,3,124,1086.181
PMI,2,3,125,1616.614
PMI,2,3,126,1949.359
PMI,2,3,127,2093.965
PMI,2,3,128,2097.292
PMI,2,3,129,2064.02
PMI,2,3,130,1436.164
PMI,2,3,131,344.085
PMI,2,3,132,213.583
PMI,2,3,133,228.079
PMI,2,3,134,376.229
PMI,2,3,135,228.079
PMI,2,3,136,815.722
PMI,2,3,137,1472.735
PMI,2,3,138,1795.36
PMI,2,3,139,1897.132
PMI,2,3,140,2088.903
PMI,2,3,141,1795.258
PMI,2,3,142,1304.037
PMI,2,3,143,343.741
PMI,2,3,144,251.745
PMI,2,3,145,278.479
PMI,2,3,146,376.791
PMI,2,3,147,620.436
PMI,2,3,148,978.031
PMI,2,3,149,1551.925
PMI,2,3,150,1862.672
PMI,2,3,151,1963.737
PMI,2,3,152,2299.771
PMI,2,3,153,1818.596
PMI,2,3,154,1363.228
PMI,2,3,155,416.098
PMI,2,3,156,292.922
PMI,2,3,157,306.625
PMI,2,3,158,439.203
PMI,2,3,159,639.427
PMI,2,3,160,934.567
PMI,2,3,161,1596.715
PMI,2,3,162,1862.56
PMI,2,3,163,2183.706
PMI,2,3,164,2311.924
PMI,2,3,165,1818.596
PMI,2,3,166,1609.682
PMI,2,3,167,445.412
PMI,2,3,168,376.067
PMI,2,3,169,393.282
PMI,2,3,170,467.049
PMI,2,3,171,723.671
PMI,2,3,172,917.824
PMI,2,3,173,1657.331
PMI,2,3,174,1935.847
PMI,2,3,175,2306.317
PMI,2,3,176,2340.254
PMI,2,3,177,2071.679
PMI,2,3,178,1608.592
PMI,2,3,179,453.066
PMI,2,3,180,364.896
PMI,2,3,181,374.08
PMI,2,3,182,440.814
PMI,2,3,183,648.613
PMI,2,3,184,1089.758
PMI,2,3,185,1758.055
PMI,2,3,186,2146.226
PMI,2,3,187,2434.804
PMI,2,3,188,2474.36
PMI,2,3,189,2235.257
PMI,2,3,190,1643.529
PMI,2,3,191,440.019
PMI,2,3,192,353.672
PMI,2,3,193,355.994
PMI,2,3,194,443.003
PMI,2,3,195,726.638
PMI,2,3,196,1077.877
PMI,2,3,197,1807.489
PMI,2,3,198,2212.078
PMI,2,3,199,2535.682
PMI,2,3,200,2571.808
PMI,2,3,201,2370.936
PMI,2,3,202,1677.732
PMI,2,3,203,483.811
PMI,2,3,204,368.37
PMI,2,3,205,355.267
PMI,2,3,206,460.007
PMI,2,3,207,753.545
PMI,2,3,208,1017.985
PMI,2,3,209,1948.188
PMI,2,3,210,2169.699
PMI,2,3,211,2506.407
PMI,2,3,212,2660.453
PMI,2,3,213,2237.13
PMI,2,3,214,1640.262
PMI,2,3,215,423.904
PMI,2,3,216,312.335
PMI,2,3,217,320.014
PMI,2,3,218,383.38
PMI,2,3,219,588.929
PMI,2,3,220,1034.635
PMI,2,3,221,1697.115
PMI,2,3,222,2041.091
PMI,2,3,223,2331.092
PMI,2,3,224,2350.573
PMI,2,3,225,1962.652
PMI,2,3,226,1479.286
PMI,2,3,227,368.844
PMI,2,3,228,296.655
PMI,2,3,229,290.723
PMI,2,3,230,361.155
PMI,2,3,231,590.454
PMI,2,3,232,820.429
PMI,2,3,233,1673.196
PMI,2,3,234,1984.798
PMI,2,3,235,2413.044
PMI,2,3,236,2512.482
PMI,2,3,237,2080.434
PMI,2,3,238,1540.797
PMI,2,3,239,338.413
PMI,2,3,240,268.033
PMI,2,3,241,272.062
PMI,2,3,242,313.991
PMI,2,3,243,526.324
PMI,2,3,244,1098.283
PMI,2,3,245,1812.119
PMI,2,3,246,2274.983
PMI,2,3,247,2751.381
PMI,2,3,248,2774.088
PMI,2,3,249,2377.061
PMI,2,3,250,1724.05
PMI,2,3,251,310.317
PMI,2,3,252,221.67
PMI,2,3,253,218.34
PMI,2,3,254,277.145
PMI,2,3,255,544.643
PMI,2,3,256,1149.045
PMI,2,3,257,1885.983
PMI,2,3,258,2409.957
PMI,2,3,259,2853.907
PMI,2,3,260,2880.698
PMI,2,3,261,2532.728
PMI,2,3,262,1741.792
PMI,2,3,263,333.609
PMI,2,3,264,221.166
PMI,2,3,265,208.112
PMI,2,3,266,275.145
PMI,2,3,267,623.394
PMI,2,3,268,1183.042
PMI,2,3,269,2086.989
PMI,2,3,270,2522.138
PMI,2,3,271,2898.374
PMI,2,3,272,3035.248
PMI,2,3,273,2583.068
PMI,2,3,274,1850.359
PMI,2,3,275,354.418
PMI,2,3,276,232.732
PMI,2,3,277,230.591
PMI,2,3,278,276.451
PMI,2,3,279,493.708
PMI,2,3,280,1262.902
PMI,2,3,281,2083.373
PMI,2,3,282,2579.079
PMI,2,3,283,2919.928
PMI,2,3,284,3171.744
PMI,2,3,285,2600.165
PMI,2,3,286,1808.391
PMI,2,3,287,351.562
PMI,2,3,288,240.344
PMI,2,3,289,222.742
PMI,2,3,290,285.465
PMI,2,3,291,521.222
PMI,2,3,292,1272.238
PMI,2,3,293,2159.016
PMI,2,3,294,2517.492
PMI,2,3,295,2913.277
PMI,2,3,296,3141.782
PMI,2,3,297,2595.824
PMI,2,3,298,1906.721
PMI,2,3,299,345.756
PMI,2,3,300,243.548
PMI,2,3,301,233.282
PMI,2,3,302,333.013
PMI,2,3,303,729.914
PMI,2,3,304,1358.05
PMI,2,3,305,2430.553
PMI,2,3,306,2819.614
PMI,2,3,307,3354.438
PMI,2,3,308,3360.24
PMI,2,3,309,2879.024
PMI,2,3,310,2291.222
PMI,2,3,311,363.629
PMI,2,3,312,271.139
PMI,2,3,313,245.375
PMI,2,3,314,327.296
PMI,2,3,315,619.964
PMI,2,3,316,1687.686
PMI,2,3,317,2507.194
PMI,2,3,318,3042.701
PMI,2,3,319,3498.499
PMI,2,3,320,3499.217
PMI,2,3,321,3053.354
PMI,2,3,322,2343.29
PMI,2,3,323,454.789
PMI,2,3,324,297.586
PMI,2,3,325,256.115
PMI,2,3,326,340.74
PMI,2,3,327,717.748
PMI,2,3,328,1622.309
PMI,2,3,329,2546.663
PMI,2,3,330,3128.348
PMI,2,3,331,3523.93
PMI,2,3,332,3489.746
PMI,2,3,333,3117.023
PMI,2,3,334,2394.571
PMI,2,3,335,485.413
PMI,2,3,336,432.418
PMI,2,3,337,364.595
PMI,2,3,338,423.454
PMI,2,3,339,725.466
PMI,2,3,340,1913.149
PMI,2,3,341,2575.363
PMI,2,3,342,3173.632
PMI,2,3,343,3469.946
PMI,2,3,344,3517.791
PMI,2,3,345,3092.284
PMI,2,3,346,2331.581
PMI,2,3,347,454.223
PMI,2,3,348,388.474
PMI,2,3,349,370.793
PMI,2,3,350,430.653
PMI,2,3,351,737.798
PMI,2,3,352,1945.673
PMI,2,3,353,2619.144
PMI,2,3,354,3227.584
PMI,2,3,355,3528.935
PMI,2,3,356,3577.594
PMI,2,3,357,3144.853
PMI,2,3,358,2371.218
PMI,2,3,359,461.945
PMI,2,3,360,395.078
PMI,2,3,361,377.097
PMI,2,3,362,437.974
PMI,2,3,363,750.341
PMI,2,3,364,1978.749
PMI,2,3,365,2663.67
PMI,2,3,366,3282.453
PMI,2,3,367,3588.927
PMI,2,3,368,3638.413
PMI,2,3,369,3198.316
PMI,2,3,370,2411.529
PMI,2,3,371,469.798
PMI,2,3,372,401.794
PMI,2,3,373,383.507
PMI,2,3,374,445.419
PMI,2,3,375,763.097
PMI,2,3,376,2012.388
PMI,2,3,377,2708.952
PMI,2,3,378,3338.255
PMI,2,3,379,3649.939
PMI,2,3,380,3700.266
PMI,2,3,381,3252.687
PMI,2,3,382,2452.525
PMI,2,3,383,477.785
PMI,2,3,384,408.625
PMI,2,3,385,390.027
PMI,2,3,386,452.992
PMI,2,3,387,776.069
PMI,2,3,388,2046.599
PMI,2,3,389,2755.005
PMI,2,3,390,3395.005
PMI,2,3,391,3711.988
PMI,2,3,392,3763.17
PMI,2,3,393,3307.983
PMI,2,3,394,2494.218
PMI,2,3,395,485.907
PMI,2,3,396,415.571
PMI,2,3,397,323.519
PMI,2,3,398,423.789
PMI,2,3,399,788.751
PMI,2,3,400,2028.346
PMI,2,3,401,3021.703
PMI,2,3,402,3291.343
PMI,2,3,403,3684.008
PMI,2,3,404,3680.385
